job_name,company_name,job_type,job_category,job_sub_category,sallary,job_id,job_desc
MCN & KOL Partnership Specialist,PT YUXI Jayatama Indonesia,Full,Komunikasi PemasaranKomunikasi Pemasaran,Pemasaran,"7.500.000, 11.000.000",79106699,"About us :YUXI   JAYATAMA  is  an  Multi-Channel  Network (MCN) company  under  the Sands Group Indonesia with 9 business units such as Oppo, J&T Express, J&T Cargo, Y.O.U, Makuku, Olike, Jet Commerce, Fullmoon, Tomoro Cafe.We provides services for brands in marketing planning, promotion, Brand Awareness, Campaign and assisting in finding the right creators for brands.In  less  than  1  year,  Yuxi  have  achieved  several  significant milestones, such as number 1 MCN in Mom and Baby category on Tiktok, TOP 3 MCN in Tiktok, Shopee MCN Partner from October 2023 until now.MCN & KOL Partnership SpecialistJob Responsibility:Research and identify potential KOL's (Affiliates or Endorsement) and Brand, establish and nurture relationships with KOLs and Brands through networking, outreach, and effective communication.Plan, implement and ensure campaigns run smoothly and can be completed on time. Analysis Brand and Increase Brand's GMV, and expand our reach. Monitor and optimize affiliate marketing initiatives to maximize ROI and effectiveness.Utilize analytics tools to track the performance of campaigns, day-to-day operations, and affiliate marketing efforts. Generate GMV and insights to assess the success of campaigns, product updates, and affiliate marketing programs. Use data-driven insights to inform decision-making and optimize future campaigns and initiatives.Responsible for creators’ data analysis of TikTok and Shopee live streams dashboard (accomplished GMV target every month), overseeing and monitoring live stream plans, conducting data collection and analysis from pre-live to post-live, and optimizing various metrics in the live stream environment;Experienced in operating Tiktok and Shopee or working with MCN/agency, capable of collaborating with brands, and identifying top-performing products;Proficient in product selection, categorization, and prioritization, with unique insights into trending products;Managing live stream projects and operations, which include but are not limited to account analysis, live stream planning, product operations, on-site execution, post-live analysis, and providing support to hosts and teams;Familiar with the process and able to provide suggestions for live stream planning;Responsible for ADs of shopee and tiktok creators.Job Requirements:Bachelor degree or above, advertising,media and other related majors are preferred;Proficiency in Englishand Indonesian languages is mandatory, and knowledge of Chinese is a plus;More than 3 years of TikTok operating experience, familiar with the operating rules of the TikTok platform (Experience in MCN agency is preferredor brand live stream operations);Fresh Graduates is welcome to apply;Possess the ability to make creative short videos;Have strong planning ability, organization and coordination ability, communication ability and language expression ability;Well-versed in the underlying principles of TikTok or Shopee, with extensive experience in analyzing Key Opinion Leaders' (KOL) data;Previous experience in influencer operations and serving as a data analyst for KOLs;Previous experience and strong analytical skills in account branding, IP planning, short video operations, and advertising are highly desirable;Possesses the ability to summarize information, excellent communication and coordination skills, self-motivation, a strong sense of responsibility, and expertise in cross-departmental communication and resource integration;Experience in working within the dynamic atmosphere of live streaming;Good at communication, able to maintain a good working relationship with influencers.Location : Pluit, North Jakarta"
INTERNAL AUDITOR,PT. CANADA GREEN GATE,Full,Audit – InternalAudit – Internal,Akuntansi(Akuntansi)BPJSCompetitive,,79168512,"Requirements :Min Bachelor Degree in Accounting, Economic, Engineering from reputable universityMin. 3 years experience in Audit FieldProfessional certification such as CIA (Certified Internal Auditor) is preferred.Have experience in Manufacture IndustryAbility to work effectively in a team environmentStrong written and verbal communication skillsAbility to analyze data and identify trendsExperience with Microsoft Office, especially Excel and inventory systemProficiency in English (spoken & writing)Job Responsibilities :Perform review of operational control procedures, as well as compliance, financial & investigative auditsPrepare audit findings, proper working paper or documentationMonthly audit report to directorFollow up on audit recommendation implementation"
GoCorp Business Analyst,PT Aplikasi Karya Anak Bangsa (GO-JEK Indonesia),Full,Analis Bisnis/SistemAnalis Bisnis/Sistem,Teknologi,,79001991,"About the RoleAs a GoCorp Business Analyst, you will be responsible for analyzing business needs, identifying opportunities for improvement, and providing data-driven recommendations to support strategic decision-making for the continuous growth of the GoCorp business. You will work closely with various stakeholders to gather requirements, create detailed documentation, and ensure that projects are completed on time and within scope.What you will doData Alignment:Collaborate with stakeholders to understand business needs and gather detailed requirements.Data Analysis:Analyze data to identify trends, patterns, and insights that can inform business decisions.Documentation:Create and maintain comprehensive documentation, including business requirements, process flows, and functional specifications.Solution Design:Develop and propose solutions to address business challenges and improve processes.Stakeholder Communication:Facilitate meetings and presentations to communicate findings, recommendations, and project updates to stakeholders.Quality Assurance:Perform testing and validation to ensure solutions meet business requirements and function as intended.What you will needBachelor’s degree in Business Administration, Finance, Computer Science, or a related field (Master’s degree or relevant certification is a plus).At least 5 years of experience as a Business Analyst or in a similar role.Strong analytical skills with the ability to interpret complex data and provide actionable insights.Proficiency in (e.g., Excel, SQL, Tableau, etc.)Proven ability to manage multiple projects and meet deadlines in a fast-paced environment.About the teamReady to join a team that shapes the future of new leading transformation in Gojek business as GoCorp Strategy & Planning and be the drivers of change in Indonesia's digital landscape? Join us and be part of something extraordinary in the GoCorp platform for businesses to manage employees’ transport needs with Gojek services."
Data Analyst,PT ACCENTUATES,Full,AnalisAnalis,Konsultasi,"5.500.000, 5.750.000",78595074,"Qualifications Required :Usia maksimal 35 tahunMinimal pendidikan S1 semua jurusanMenguasai microsoft excel & power pointPengalaman dibidang admin/data analyst min 1 tahunPaham rumus-rumus excell seperti vlookup, hlookup, pivot, dan ifMampu bekerja individu dan teamMampu bekerja cepat, tepat, fleksibel, dan bertanggung jawabMampu bekerja dengan deadline dan mudah beradaptasiMempunyai inisiatif tinggi, cekatan, tekun dan telitiBersedia overtime jika di perlukan"
Business Support Intern,IDS Medical Systems Group,Full,Asisten AdministratifAsisten Administratif,Administrasi,,79052798,"Responsibilities:Create and process sales orders accurately.Input data and maintain records in Microsoft Dynamics 365 (D365) and Excel.Perform various data entry tasks, ensuring accuracy and timeliness.Follow up with vendors to support procurement and order fulfillment processes.Organize and manage document filing, both physical and digital, to maintain an efficient filing system.Requirements:Final-year student or fresh graduate pursuing a bachelor’s degree in any field.Proficient in Microsoft Office, particularly Excel.Familiarity with ERP systems (e.g., Microsoft Dynamics 365) is a plus.Strong attention to detail with excellent organizational skills.Ability to multitask and manage time effectively."
Senior Pricing Analayst,PT Trinusa Travelindo,Full,Analisis & PelaporanAnalisis & Pelaporan,"Manufaktur,",,79109627,"It's fun to work in a company where people truly BELIEVE in what they're doing!‎‎Job DescriptionManage pricing data and systems, ensuring accuracy and integrity of pricing information.Coordinate with cross-functional teams including Price Strategy Associate, marketing, pricing product to implement and maintain pricing processes and procedures.Perform regular audits and analysis of pricing data to identify discrepancies and opportunities for improvement.Assist in the development and documentation of pricing policies, guidelines, and SOPs (Standard Operating Procedures).Support pricing strategy initiatives by providing data and insights on pricing trends and market dynamics.Collaborate with pricing product team to troubleshoot pricing system issues and implement system enhancements or upgrades.Provide training and support to internal stakeholders on pricing tools and processes.Stay updated on industry best practices and emerging technologies in pricing operations‎RequirementsBachelor's degree in Business, Finance, Economics, or related field.1 year of experience in pricing operations, revenue management, or related field.Strong analytical and problem-solving skills with the ability to interpret and analyze complex data sets.Excellent communication and interpersonal skills with the ability to collaborate effectively with cross-functional teams.Detail-oriented with a high degree of accuracy in data entry and analysis.Ability to prioritize and manage multiple tasks in a fast-paced environment.‎If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
CUSTOMER SERVICE & DOCUMENT EXIM,PT.Global Freight Solution,Full,Impor/Ekspor & PabeanImpor/Ekspor & Pabean,"Manufaktur,","5.000.000, 6.500.000",79140587,"CUSTOMER SERVICE & DOCUMENT EXPORT-IMPORTLocation     : Surabaya, Jawa TimurKUALIFIKASI:Minimal pendidikan D3/S1 jurusan Logistik Transportation atau sejenisnya.Memiliki pengalaman 2-3 tahun di bidang sales forwarding.Fresh graduate dipersilahkan melamar.Memahami dasar Export Import.Familiar dengan AWB dan House BL.Memahami dokumen-dokumen logistik.Mampu bekerja sama dengan tim.Jujur & disiplin dan bekerja kerasTUGAS & TANGGUNG JAWAB:Melayani setiap pertanyaan yang di ajukan tamu serta memberikan informasi yang diinginkan selengkap mungkin secara ramah, sopan, menarik dan menyenangkan.Harus selalu memberi perhatian, bicara dengan suara jelas serta lembu, dan  memakai bahasa yang mudah dimengerti customer.Customer Service ataupun Recepsionist mampu membina hubungan baik dengan customer, klien, Agent. Sehingga merasa puas, senang, dan juga semakin percaya.Dapat memberikan berbagai informasi kepada tamu, juga sebagai tempat menampung berbagai macam keluhan, keberatan ataupun sebagai temapat konsultasi.Melakukan segala pembahasan/komunikasi dengan customer guna mendapatkan/mempertahankan/menambah order/support dari customer tersebut kepada perusahaan.Membantu sales marketing dalam memonitor customer mana yang sudah tidak support, dan membuat listnya dan diberikan ke sales untuk di follow up lebih lanjut.Menanyakan customer alasan sudah tidak support dan melakukan pendekatan penting agar bisa menjada hubungan kerjasama kembali.Membuat customer data list menurut klasifikasi nya, dan memberikan pembagian account ke sales marketing.Meminta/Mencari schedule yang sesuai dengan jadwal pengiriman customer, dan diskusi dengan customer mengenai segala kemungkinan dengan schedule tersebut.Melakukan booking ke pihak vendor / pelayaran.Meneruskan Delivery Order / Booking Confirmation kepada bagian operational.Membuat / merapikan / memonitor nomor registrasi job order.Membuat pengiriman dokumen dengan baik dan benar ke customer dan ke vendor / pelayaran hingga selesai dengan teliti tanpa terjadi kesalahan.Bertanggung jawab atas segala resiko dan biaya untuk memastikan tidak ada kesalahan input di dalam segala dokumentasi pengiriman.Menginput persyaratan dokumen yang diperlukan dan biaya yang dikeluarkan untuk pengambilan dokumen/export/import di pelayaran/NVOCC secara lengkap, dan diupdate datanya diberikan ke finance.Melakukan penyesuaian data manifest untuk import, membuat arrival notice, surat kuasa untuk pabean dan Pelayaran/NVOCC/Consolidator/Sarana pengangkut lainnya, mendapatkan BC 1.1, Local Charge Pelayaran, dsb nya.Bertanggung jawab apabila ada kesalahan informasi baik itu terkait dengan denda ataupun permasalahn terkait shipment.Report Excell Keseluruhan Booking space per shipment seluruh shipment Harian.Report Excell Keseluruhan Booking space per shipment seluruh shipment Mingguan Setiap Hari Jum’at.Report Excell Keseluruhan Booking space per shipment seluruh shipment Tanggal 1 Setiap Bulannya.Monitoring Aktifitas Sales dan Absensi Seluruh Karyawan.Monitoring Pengiriman dan Penerimaan Dokumen via TIKI/Courir Lainnya.Monitoring Operasional Lapangan dalam pengurusan shipment dan pengambilan Dokumen Export/Import.Notulen Disaat Meeting Weekly & Monthly."
Data Engineer,PT Kamoro Maxima Integra,Full,"Matematika, Statistik & Teknik InformasiMatematika, Statistik & Teknik Informasi",Sains,,78598659,"We are seeking a skilledSenior Data Engineerto build and maintain our organization’s comprehensive data ecosystem. This role involves managing everything from data sources and databases to data storage solutions, ensuring alignment with business requirements.Key Responsibilities:Translate data and business requirements into effective data engineering processes that meet organizational needs.Provide expert guidance to Data Analysts and Business Analysts on data engineering aspects, including ingestion, export, and batch processing.Work closely with data modeler teams to design, create, and manage the Data Warehouse and Data Mart.Requirement:Fluent in EnglishBachelor’s degree in a computer science or related field of studyHave experience at least3 yearsas Data Engineer, ETL Developer or relevant positionsHave deep knowledge with data profiling, data mapping, extraction, transformation and loading data from variance of data sourcesHave experience with Informatica and Databricks Notebook (Hive Query Language)Have experiences in Data Architecture, Data Security, and Big Data TechnologiesWilling to work from office in South Jakarta area"
Budget Officer,"Hasjrat Multifinance, PT",Full,Akuntansi Manajemen & AnggaranAkuntansi Manajemen & Anggaran,Akuntansi(Akuntansi)Perusahaan,,79113716,"PT Hasjrat Abadi merupakan Founder Dealer Toyota dan Main Dealer Yamaha, dengan lebih dari seratus Cabang dan Outlet di wilayah Indonesia Timur.Kami membutuhkanBudget Officeruntuk ditempatkan di Kantor Pusat Jakarta dengan penjelasan sebagai berikut :Deskripsi pekerjaan:Menyiapkan data report budget vs actual per outletMembantu menganalisa biaya (budget vs actual) yang mengalami kenaikanMenyiapkan report dan control biaya marketingMenyiapkan data awal penyusunan budget tabunganMembantu kontrol biaya yang dibayarkan terpusat (telepon dan listrik)Kualifikasi:Pria/wanita usia maksimal 30 tahunPendidikan minimal S1 Akuntansi/ManajemenLebih disukai jika memiliki pengalaman kerja dibidang terkait minimal 2 tahunMahir menggunakan M.Excel & Power point"
Senior Data Product Manager,PT Kredit Pintar Indonesia,Full,Manajemen & Pengembangan ProdukManajemen & Pengembangan Produk,Teknologi,"35.000.000, 48.000.000",78610831,"About Atome FinancialHeadquartered in Singapore, Atome Financial is building a world-class tech enabled financial services platform that is the best companion of our customers lifetime. As a part of the Advance Intelligence Group, a Series D fintech unicorn and ranked Top 10 on LinkedIn’s 2023 Top Singapore StartUps list with over 1,400+ staff worldwide, we are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities.Atome Financial operates in 5 ASEAN markets (Singapore, Malaysia, Indonesia, Philippines, and Thailand). We have 3 key products:• Atome BNPL: A leading buy now pay later brand in ASEAN and partners over thousands of online and offline brands• Atome Card: A paylater anywhere card.• Kredit Pintar: A leading Indonesia digital lending apps, regulated and supervised by Indonesia's Financial Services Authority (OJK).Our culture is built on values that are core to who we are and what we stand for:1. We foster anINNOVATIONmindset2. We achieve results withEFFICIENCYand excellence3. We take pride in theQUALITYof our work4. We upholdINTEGRITYin all we do5. We embraceCOLLABORATIONto work across business lines and borders﻿Job Responsibilities :1. Responsible for the management and implementation of financial product data warehouse projects.2. Responsible for the design, testing, and implementation of data-related requirements during product iterations.3. Participate in the design and advancement of the big data platform.Qualifications:- Experience as a product manager for data warehouse products, with relevant knowledge of big data. Has completed at least 2 full product cycles related to data.- Background in dimensional modeling and metric systems, capable of participating in model discussions and implementation.- Strong knowledge of Python, Scala and Spark development process.- Excellent communication, collaboration, and English communication skills, able to coordinate both internally and externally."
L2 – Database,PT Metrocom Global Solusi,Full,Administrasi Jaringan & SistemAdministrasi Jaringan & Sistem,Teknologi,"11.000.000, 16.000.000",79018065,"Jobs descriptionsResponsible for the management and maintenance of SAP HANA, Redis, MongoDaily maintenance of the database, and emergency recovery when major problems occurPerform regular database health checks, and troubleshoot performance problemsDatabase performance tuning, monitoring, backup, exception handling and fault recoveryEscalate the problem occur if could not solve to the L3 supportJob requirementsDiploma or Bachelor Degree in Computer Engineer, IT or related fieldExperience in monitoring and troubleshooting of SAP HANA systemsExperience in administration and maintenance of Redis and MongoExperience with database high availability and backup recovery mechanismStrong analytical, communication skills and work in team and individual"
Admin Specialist Mandarin Speaker,PT Sany Heavy Industry Indonesia,Full,Asisten AdministratifAsisten Administratif,Administrasi,,79048154,"Key Task:1. Manage meetings with the team (Both local team meetings and meetings between the local team and headquarters)2. Assist in recording and taking notes for each meeting3. Update and upload necessary data for the team into the system (e.g., customer data, orders, and progress)4. Facilitate communication between the Indonesia team and headquarters in China5. Assist in the submission and approval process of data with the headquartersJob Requirements:1. Have experience working as an assistant and are required to have clear thinking, strong sense of responsibility, strong communication and expression skills, and good writing skills;2. Around 25 years old3. Bachelore Degree From Any Major4. A Fluent Mandarin Speaker is a must, Proven by HSK minumum HSK 45. Self-motivated (cultivated in the direction of management in the future)"
Senior Cost Analyst,PT Global Jet Cargo,Full,Analisis & PelaporanAnalisis & Pelaporan,Akuntansi(Akuntansi)7,,79026855,"Job Description:1. Responsible for business analysis and performance target achievement monitoring;2. Conduct product revenue, discount, cost analysis, and assist business departments to achieve performance goals;3. Provide financial analysis support for business decisions, and provide comprehensive financial solutions for business strategies;4. Monitor the rhythm of resource input, analyze and evaluate the benefit of resource input.Job Requirements:1. Bachelor degree in finance/ accounting min GPA 3,002. Fluent in English and adaptable to work with expatriate3. Has 2-3 years working experience in cost control or data analyst,preferably logistic background4. Familiar with making financial reports7. Proficient in using WORD, EXCEL, PPT and other office software and database software8. Willing to work in Pluit area"
Marketplace Staff,PT INDO ARLOJI PERKASA,Full,Komunikasi PemasaranKomunikasi Pemasaran,Pemasaran,"4.000.000, 6.000.000",79183592,"Tanggung Jawab Utama:Mengelola listing produk, memastikan akurasi informasi dan kesesuaian dengan kebijakan marketplaceMemproses dan memverifikasi pendaftaran penjual baruMenangani pertanyaan dan keluhan dari penjual dan pembeliMemonitor dan mengelola ulasan produkMengidentifikasi dan mengatasi masalah teknis atau operasionalMenganalisis data penjualan dan membuat laporan berkalaBerkolaborasi dengan tim marketing untuk promosi dan kampanyeMemastikan kepatuhan terhadap regulasi e-commerce yang berlakuMampu berbahasa InggrisKualifikasi:Gelar Sarjana di bidang Bisnis, Manajemen, atau bidang terkaitPengalaman minimal 2 tahun dalam administrasi e-commerce atau marketplacePemahaman yang kuat tentang tren e-commerce dan marketplaceKeterampilan analitis dan kemampuan memecahkan masalah yang baikKemampuan multitasking dan manajemen waktu yang sangat baikKomunikasi yang efektif baik lisan maupun tulisanMahir menggunakan MS Office dan platform e-commerce"
IT Coor,nator/StaffdiPT Maligi Permata Industrial Estate (KIIC),KasualKarawang,Administrasi Jaringan & SistemAdministrasi Jaringan & Sistem,Teknologi,,79043529,"To support its superior to plans, develops and manage IT Department services efficiently and effectively to support the operation of company business units so that they can carry out their roles productively and securely in achieving company goals and objectives.To developed and implement IT Security Policy and Procedure.To protect and secure company electronic data and network.To give support in planning and developedcompany security system involving CCTV and networkTo monitor and control the implementation of compliance policy on the use of software and electronic data.Check Periodical PC checking from Un-license software, and make corrective action if needed.To Make sure Antivirus working and updatedTo develop software (by internal or external) to improve and secure company business operation needs.Check list of software data and system application that are used and make sure everything running well."
Finance Accounting Tax Manager (Kantor Akuntan Publik , Mega Kuningan)did'essential,Full,Akuntansi Manajemen & AnggaranAkuntansi Manajemen & Anggaran,Akuntansi(Akuntansi)Perusahaan,"20.000.000, 30.000.000",79112897,"Kantor Akuntan Publik di Kawasan Mega Kuningan, Jakarta Selatan, membutuhkan Finance Accounting Tax Manager, sebagai berikut:S1 (wajib Akuntansi) IPK minim 3.2Berpengalaman di KAPBerpengalaman menyusun laporan keuangan dan melakukan analisa atas laporan keuanganMenguasai perpajakanBisa berbahasa Mandarin dan Inggris merupakan keuntunganUsia 30 - 35 tahunJujurBerintegritasPenempatan JakartaBersedia bepergian ke SurabayaJobdesc:Menyusun laporan keuangan (neraca, laporan laba rugi, laporan arus kas dan catatan atas laporan keuangan) bulananMelakukan analisa atas laporan keuangan tiap bulan, kenaikan/penurunan atas akun2-akun laporan keuanganMenyusun laporan keuangan perpajakanBertanggung jawab atas hal-hal yang berkaitan dengan perpajakan (Pemotongan dan Pemungutan PPh)Supervisi atas Laporan Kegiatan Usaha (LKU) dan laporan-laporan yang harus dibuat untuk kebutuhan regulatorMenyusun laporan konsolidasi atas laporan keuangan Grup KAPMembuat laporan realisasi kasMembuat realisasi cash flow mingguan /bulananMembuat budget cash flow mingguan /bulananMembuat/ menyusun performance kantor dan masing-masing partner, berdasarkan data dari bagian collectionMelakukan supervisi atas pekerjaan bagian administrasi dan keuanganMonitoring kas secara berkalaStock opname atas kas secara berkalaMempersiapkan data-data untuk keperluan rapat partner sesuai dengan yang dibutuhkan oleh PartnerMenghitung PPh 21Memberikan laporan-laporan yang dibutuhkan kepada partner"
Accounting Staff,PT Bomin Permata Abadi,Kontrak,Akuntansi & Pelaporan FinansialAkuntansi & Pelaporan Finansial,Akuntansi(Akuntansi)5,"3.000.000, 3.300.000",79083874,• Membuat pembukuan keuangan kantor• Memeriksa dan melakukan verifikasi kelengkapan dokumen yang berhubungan dengan transaksi• Menginput data jurnal akuntansi ke dalam sistem yang dimiliki Perusahaan• Melakukan transaksi melalui internet banking• Melakukan penyesuaian data finansial di akhir bulan• Konfirmasi pembayaran ke supplier• Membuat laporan driver yang di dalamnya mencakup vehicle expense dan overtime driver• Melakukan filling dokumen
Embedded Software Engineer,PT EDMI Manufacturing Indonesia,Full,Teknik Elektro/ElektronikTeknik Elektro/Elektronik,Teknik(Teknik)Challenging,,79166802,"Embedded Software Engineer will ensure that the firmware in our products aligns with customer requirements and standards, and responsible for developing, testing, and fine-tuning frameworks and code for embedded systems. They design and develop codes & framework, troubleshoot issues, and implement modifications to enhance device performance.Duties & ResponsibilitiesPerform analysis, problem definition, requirements, solution development, and proposed solutions to ensure our product’s firmware able to meet customer requirement and standards.Design and develop codes & data flow applications installations and established register-level hardware access DLL library.Collaborate with cross-functional teams to create innovative solutions, enhance product features and performance.Conduct testing, troubleshooting, performance optimization, and implementing modifications and updates.Ensure compliance with industry standards and safety regulations.Develop key technologies to enhance long term proprietary strategic position.RequirementsBachelor’s degree in Electrical Engineering.Proficiency in C, C++, Phyton programming.Experience with RTOS.Strong problem-solving skills and attention to detail.Good EnglishAttached your recent Resume in English"
Jr. Product Manager,PT Royal Pesona Indonesia (Somethinc – Beautyhaul),Full,Manajemen & Pengembangan ProdukManajemen & Pengembangan Produk,Teknologi,,79144175,"Responsibilities1.    Lead the ideation, research, design, development and launch of product2.    Responsible for the full product cycle, from conception to product launch and ongoing product iteration.3.    Working closely with product team, business team and others department to implement new features and enhancements4.    Translate product strategy into detailed requirements and prototypes5.    Improve customer experience of the product by utilizing quantitative and qualitative feedback data from customer.Requirements1.    Minimum 1 year experience2.    Good analytical thinking3.    Have a good attitude4.    Have good interpersonal and communication skills.5.    Have a big attention to small details6.    Strong understanding of design process, product development process and use of data7.    Has knowledge in XD / Figma / Sketch8.    Has experience in building e-commerce web / app9.    Ability to work in a team environment"
Accounting Finance Tax Supervisor,PT Chateraise Gobel Indonesia,Full,Akuntansi & Pelaporan FinansialAkuntansi & Pelaporan Finansial,Akuntansi(Akuntansi)3,,79132086,"Deskripsi Pekerjaan1. Bertanggung jawab dalam pembuatan laporan keuangan dan pajak perusahaan serta memastikan semua transaksi sudah dicatat secara benar2. Bertanggung jawab atas semua filling dokumen dan mengelola operasi harian yang terkait dengan keuangan, akuntansi, pembukuan, perpajakan & audit perusahaan3. Rekonsiliasi bulanan seluruh akun buku besar4. Membantu penyediaan data dan dokumen yang terkait dengan pemeriksaan pajak5. Membuat laporan keuangan dan analisa untuk kelengkapan Laporan6. Mengembangkan sistem internal untuk memastikan semua prosedur berjalan sesuai dengan SOP berlaku7.Bertanggung jawab atas bawahan dengan memberikan bimbingan dan pengarahan sehingga bawahan dapat melaksanakan tugasnya dengan benar dan kegiatan operasional perusahaan berjalan dengan baikKualifikasi1. Pendidikan Min. D3/S1 Ekonomi / Akuntansi / Pajak / Finance2. Memiliki pengalaman sebagai Accounting Finance and Tax Supervisor minimal 3 tahun di posisi yang sama3. Menguasai keahlian dibidang Akuntansi, Finance dan perpajakan perusahaan4. Memiliki pengalaman dalam menggunakan software accounting & tax software5. Memiliki pengalaman terhadap pemeriksaan pajak baik dalam penyediaan data dan dokumen, serta proses restitusi diutamakan6. Memiliki sertifikat Brevet A & B7. Berpengalaman di bidang Retail F&B lebih diutamakan"
Administration,PT Dipo Star Finance,Full,Asisten AdministratifAsisten Administratif,Administrasi,"3.000.000, 4.500.000",79072701,"Deskripsi pekerjaan:Melakukan tugas entri data dan memastikan keakuratan informasi yang dimasukkan ke dalam sistem perusahaanMemelihara dan memperbarui data, catatan, dan sistem pengarsipan perusahaan, serta memastikan keakuratan dan kerahasiaan informasiMembantu dalam persiapan dan distribusi laporan, presentasi, serta dokumen lainnyaMemberikan dukungan administratif kepada departemen terkait sesuai kebutuhanKualifikasi:Pendidikan minimum S1 dari segala jurusanLulusan baru dipersilakan untuk melamarMampu mengoperasikan Ms. ExcelMemiliki kemampuan komunikasi yang baik dan fast responseTeliti, sigap, tegas, dan tertib administrasiMampu berbahasa Inggris, minimal pasif, menjadi nilai tambah"
Data Engineer,"PT. Metrodata Electronics, Tbk",Kontrak,Pengembangan & Administrasi DatabasePengembangan & Administrasi Database,Teknologi,,78910962,"We are looking for an experienced Data Engineer to join our team. If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a Data Engineer, you’ll work closely with our engineers to ensure system consistency and improve user experience.Data Engineer roles and responsibilities include:Create data sets that align with business needsDevelop algorithms to transform data into useful and actionable informationBuild, test, and maintain database pipeline architectureCollaborate with management to understand company goalsCreate new data validation methods and data analysis toolsEnsure compliance with data governance and security policiesPT Metrodata Electronics, Tbk (Digital Solution and Distribution Company) would like to invite you to be part of the company to develop yourself and your skills. If you are:Bachelor's Degree,Computer Science/Information TechnologyAt least 1 year of working experience as Data EngineerMust have work experienced with SQL and PyhtonMust have work experienced with system scriptingMust have work experienced with Reserved ETLMust have work experienced with SnowflakeGood knowledge in analyze statistics, data mining, remodeling dataIf you meet the requirement we needed, let’s apply for the following open positions.Metrodata not just offer for the job, we offer you for brighter career future."
Supply Chain - Data Analysis Staf,PT Auraluxe Indonesia,Full,Asisten AdministratifAsisten Administratif,Administrasi,,78566769,"Data Analysis and Supply Chain StaffJob Descriptions:• Create the company’s supply chain strategy• Analyze data product from shipping and delivering processes to find bottlenecks and other issues• Monitor logistics to make sure they run smoothly• Maintain supply chain inventory and records• Resolve issues that come up (delays in delivery, accidents)• Collaborate with other departments to create coordinated plans for business growth especially with IT• Ensure supply chain processes meet legal requirements and standards• Manages the order fulfillment process for B2B & B2C including all activities from receipt of the order to complete delivery of products to customers"
Research Analyst,PHINTRACO GROUP,Full,Penelitian & Analisis PasarPenelitian & Analisis Pasar,Pemasaran,,78936990,"Qualifications :Bachelor's degree in Finance or AccountingKnowledge of Finance, Business, and EconomicsExcellent in analytical thinkingUnderstanding of Fundamental and Technical AnalysisExcellent in report making, both in Bahasa and EnglishExcellent presentation skills, both in Bahasa and EnglishExperience in securities companies would be preferredYou may be able to email your latest application letter and CV to[email protected]with the subject ""Research Analyst""."
INVENTORY CONTROL,PT. Pilar Niaga Makmur,Kontrak,"Pergudangan, Penyimpanan & DistribusiPergudangan, Penyimpanan & Distribusi","Manufaktur,",,79141404,"DESKRIPSI PEKERJAANPerusahaan kami mencari seorang inventory control yang berkomitmen untuk memastikan pengelolaan persediaan yang efisien dan tepat waktu. Anda akan memainkan peran penting dalam mengoptimalkan proses persediaan kami, meminimalkan kerugian akibat persediaan yang terlalu banyak atau terlalu sedikit, dan memastikan ketersediaan barang yang tepat saat diperlukanKUALIFIKASI :Pendidikan Minimal S1. Jurusan ManagementMenguasai MS Office (excel, word) & Data entryFamiliar dengan Warehouse Management System & logistic trackingMemiliki pengalaman sebagai Iventory control atau Administrasi Warehouse Minimal 1 tahunBersedia di tempatkan sekitarKota TangerangTUGAS & TANGGUNG JAWAB :Memproses pemindahan barang antar gudangMembuat laporan harian, mingguan dan bulananMelakukan filling dokumen-dokumen yang dikerjakanMerekap biaya bongkar barang baik lokal maupun imporMelakukan data entry ke system barang masuk dan keluarMerekap complain, barang return serta barang masuk dan keluarMemastikan keseimbangan antara stock system dengan stock actualMengajukan proses inventory adjustment / Stock Opname ke bagian purchasingMelakukan stock opname secara berkala harian, bulanan, tahunan baik secara internal maupun secara eksternal dengan auditorBENEFIT :BPJS Ketenagakerjaan dan KesehatanFull EmploymentAnnual bonus berdasarkan kinerja perusahaan dan karyawan"
Marketing Intelligence Staff,Yayasan Bina Nusantara,Full,Penelitian & Analisis PasarPenelitian & Analisis Pasar,Pemasaran,,79084823,"Job Requirements :Minimum Bachelor degree in any majorHave minimum 1 years of working experience in similar work fieldExperience inMarket Research Consultantwould be an advantagesHave a basic design skillAble to useTableau , SQL, R, Phyton, or other data analyticssoftware would be an advantagesHave a good data analysis and interpretationAdvance research skillJob Responsibilities :Establish communication channels with BINUS Business Units related with the competitor, market and new business in Marketing IntelligencePlan and review the project proposals of CPI and MCP for Higher EducationAct as a moderator of any qualitative research and act a consultant in any of quantitative researchManage and monitor the competitor activities, the market activities and the opportunity for a new businessEnsure the quality/accuracy of all reports from its subordinateBuild strong and effective cooperation which support the overall objectives of the departmentEnsure excellent operational process and service for all stakeholders"
